일자,언론사,제목,senti_score,senti_label
20250909,충청타임즈,"세종시, 제6기 지역사회보장계획 수립 위한 기초조사 시행",1,positive
20250909,동양일보,"한국전기기술인협회 충남도회, 부여읍 저소득가구 대상 전기설비 개 보수 봉사",5,positive
20250909,한국일보,"안동시 용상동 김봉대 통장, 추석 앞두고 라면 36박스 기탁",4,positive
20250909,한라일보,맞춤형 돌봄 '제주가치돌봄' 누적 이용자 1만 명 넘었다,1,positive
20250909,브레이크뉴스,"중랑구, 고립가구 대응 인식개선 교육 개최",4,positive
20250909,세계일보,‘제주가치돌봄’ 시행 2년 만에 이용자 1만명 돌파,4,positive
20250909,헤럴드경제,"에이플러스에셋, 강릉시 물 부족 극복 위해 생수 10만병 기탁",1,positive
20250909,메트로경제,"봉화군 명호면, 고독사 예방 위한 복지사각지대 발굴 캠페인 전개",2,positive
20250909,이데일리,"에이플러스에셋, 강릉시 물 부족 극복 위해 생수 10만병 기탁",1,positive
20250909,남도일보,"[사람&스토리]정용환 서구가족봉사단 회장 ""봉사는 일상이자 책임""",2,positive
20250909,전자신문,"에이플러스에셋, 강릉시 물 부족 극복 위해 생수 10만병 기탁",1,positive
20250909,국민일보,무연고자 장례식부터 합동결혼식까지 탈북민 곁 지키는 교회,-4,negative
20250909,강원도민일보,[금상] 시니어스 - 춘천시 노인복지 수요 예측 모델링,-2,negative
20250909,강원도민일보,'고독사 예방' 석사동 위기가구 선제발굴 총력,6,positive
20250909,국제신문,"남구 감만1동 행정복지센터, ‘감만愛 고독사 예방 설명회’ 개최",1,positive
20250909,경북일보,"""봉사와 나눔, 다시 마음에 새기다"" 영주시새마을회 의식함양교육",5,positive
20250909,전북일보,[전북일보-전북대 미디어커뮤니케이션학과 공동기획] 현실화된 전북 기후불평등...취약계층 지원 구멍 조례로 막는다,-5,negative
20250909,경북일보,"""한끼식탁 클린주방"" 영천시, 독거노인 주방 환경 개선 나선다",7,positive
20250909,경북일보,"의성군, 고립 위험군 대상 '요리교실'로 사회적 연결 강화",6,positive
20250908,브레이크뉴스,"대구시, 2025년 공동주택 모범관리단지 ‘이시아폴리스 더샵1차’ ‘서대구센트럴자이’ 선정",2,positive
20250908,강원일보,철원군 푸드뱅크 전용차량 전달식,-1,negative
20250908,중도일보,"김영서 김해시의원, AI 행정 전 부서 확대 촉구",-1,negative
20250908,중도일보,"영천시 신녕면, 독거노인 가구 노후 조리도구 교체",1,positive
20250908,중도일보,"청양군, 독거노인 우울 고위험군에 ‘음악치유 프로그램’ 운영",2,positive
20250908,중도일보,"천안시의회, 12일까지 제282회 임시회 운영",-1,negative
20250908,울산신문,"울산 울주군 삼동면 지역사회보장협, 김장김치용 배추 1000포기 심기",-1,negative
20250908,이데일리,"남부발전, 밀알복지재단과 취약계층 어르신 지원",4,positive
20250908,경남도민일보,김해시 낙동강 수상레저시설 1년 넘게 방치,-2,negative
20250908,부산일보,"남부발전, ‘취약계층 어르신 통합돌봄사업’ 시동",5,positive
20250908,동양일보,"청주 봉명1동 지사협, 지역 내 고독사 위기가구에 의료구급함 전달",-2,negative
20250908,동양일보,청양군 독거노인 '마음치료' 삶을 노래하다,-2,negative
20250908,매일경제,"한국남부발전, 취약계층 어르신 통합돌봄사업 시행",3,positive
20250908,새전북신문,김제시 각 지역에서 공동체 뜻모아,2,positive
20250908,중부일보,[사설] 종합 예방체계 구축으로 고독사 비극 막아야,-12,negative
20250908,경남일보,"74 남해호랑이연합회, 서면 행복곳간에 물품 기부",4,positive
20250908,데일리안,"한국남부발전, ‘취약계층 어르신 통합돌봄사업’ 시행",4,positive
20250908,충북일보,아침을 여는 時 - 독거노인,0,neutral
20250908,아시아경제,"무안군, 독거노인 자택방문 정리수납 봉사 이웃사랑 실천",3,positive
20250908,대구신문,"영천 화남면 새마을회, 사랑의 집수리 봉사활동 펼쳐",1,positive
20250908,부산일보,"디지털 돌봄 서비스 운영 (주)제로웹, 부산시장 표창",1,positive
20250908,머니투데이,경기복지재단 '복지서비스 거부가구 지원 매뉴얼' 공개,-1,negative
20250908,금강일보,"청양군, 독거노인 '음악 치유 프로그램' 운영",-3,negative
20250908,브레이크뉴스,"경기도, 주민 욕구 파악 위한 지역사회보장조사 실시",1,positive
20250908,부산일보,"연제구 거제3동, '찾아가는 호흡기 건강 지키미' 운영",-4,negative
20250908,아시아투데이,"[오늘의 인천] 남동구, '제25회 소래포구축제' 26일 개막",2,positive
20250908,부산일보,"감만1동, 함께여서 든든한 ‘감만愛 고독사 예방’ 설명회 개최",1,positive
20250908,부산일보,"[기고] 국민의 삶을 잇는 통합돌봄의 허브, 국민건강보험공단",4,positive
20250908,충청일보,"음성군새터민협회 착한봉사단, 주거환경개선 봉사활동 전개",3,positive
20250908,부산일보,"구서1동, 인적안전망 역량 강화 위한 ‘2025년 찾아가는 복지스쿨’ 성료",7,positive
20250908,부산일보,"부산 북구, 동 지사협 대상 “잘 살겠습니다” 웰다잉 교육 실시",1,positive
20250908,부산일보,"영도구 남항동, 특화 사업 ‘마음토닥, 마음이음’ 하반기 추진",5,positive
20250908,중부매일,"천안시의회, 제282회 임시회 개회 촉법소년 문제 해결 등 논의",3,positive
20250908,주간한국,"천안시의회, 8일부터 제282회 임시회 운영",2,positive
20250908,대구일보,"칠곡군 지천면 신동역, 관내 취약계층을 위한 온누리상품권 100만 원 기탁",1,positive
20250908,경북매일신문,"한국철도공사 신동역, 지천면에 온누리상품권 100만원 기탁",0,neutral
20250908,금강일보,"[천안시의회 5분 발언] ""국가유공자 고독사 예방, 지방자치단체가 나서야""",-3,negative
20250908,대전일보,"""천안 청소년활동 여건 불균형 동남구 청소년문화의집 설립 촉구""",-2,negative
20250908,충청타임즈,"음성군새터민협회 착한봉사단, 주거환경 개선 봉사",1,positive
20250908,파이낸셜뉴스,동네 슈퍼마켓도 위기가구 발굴과 지원에 힘 모은다,-2,negative
20250908,대구일보,"대구 동구 이시아폴리스 더샵1차 아파트, 대구시 선정 공동주택 모범관리단지 '최우수'",1,positive
20250908,금강일보,"천안시의회, 8일부터 제282회 임시회 운영",0,neutral
20250908,뉴스핌,"대구광역시, 공동주택 모범관리단지 2곳 선정",2,positive
20250908,충청일보,"청양군 시니어건강관리TF팀, '음악과 함께 하는 마음 치유 프로그램'운영",-4,negative
20250908,대전일보,"마음을 여는 소리, 삶을 노래하다",0,neutral
20250908,설악신문,"디딤돌봉사단, 독거노인 가구에 싱크대 식기 건조대 후원",0,neutral
20250908,광남일보,고독사 위험군 선제 발굴 나서,2,positive
20250908,환경일보,"기장군, 2025년 양성평등주간 기념식 개최",3,positive
20250908,충청타임즈,"마음을 여는 소리, 삶을 노래하다",-3,negative
20250908,대전일보,"음성군새터민협회 착한봉사단, 주거환경 개선 봉사활동 진행",12,positive
20250908,아시아투데이,"입주민이 만든 차별화된 관리 문화, 대구 공동주택 모범단지로 인정",3,positive
20250908,충청일보,천안시의회 제282회 임시회 8일 개회,1,positive
20250908,아시아투데이,"'음악으로 마음 치유' 청양군, 독거노인 심리건강 지원",-3,negative
20250908,스포츠서울,"춘천시 석사동, 다가구 밀집 복지 사각지대 집중 발굴 총력",2,positive
20250908,노컷뉴스,"서민 약자 보듬는 ""여러분 곁에 김정호 경기도의원""(영상)",-4,negative
20250908,조선일보,"LH, 고령화 발맞춰 ‘시니어 주택’ 공급 늘린다",1,positive
20250908,국제신문,"북구 화명3동 지역사회보장협의체, ‘행복충전 신바람 나들이’ 사업 실시",5,positive
20250908,경북일보,"영천시새마을회, '사랑의 김장 나눔' 첫걸음 배추 모종 심기",4,positive
20250908,충청투데이,청양꿈나무 여름학교로 자신감 '충전',4,positive
20250907,광주일보,도시보다 힘겨운 농촌지역의 삶,4,positive
20250907,강원일보,익명의 기부자 취약계층 위해 라면 전달 후 떠나,2,positive
20250907,아시아경제,"'초고령 지역' 해남군, 독거노인 의료 접근성 '사각'",-9,negative
20250907,울산신문,임직원 직접 기술 나누고 마음 전달하며 '함께 사는 울산' 구현,0,neutral
20250907,울산신문,"울산 동구 대송동 새마을협 부녀회, 복지대상 3세대 주거환경 봉사",6,positive
20250907,동양일보,"부여군, 재난 취약가구에 주택용 소화기 보급",-4,negative
20250907,경인일보,[인터뷰] ‘베테랑 동네지킴이’ 김정숙 인천 연희동 통장자율회장,3,positive
20250907,대구신문,"문경시, 고독사 예방 교육 결의대회 지역 돌봄 실천 다짐",3,positive
20250907,대구신문,"고령군, 무료급식소 방문해 고독사 예방 캠페인 전개",4,positive
20250907,충청일보,"아산시 둔포면,어울림센터와 고독사 예방 업무협약 체결",7,positive
20250907,경북도민일보,"경북도, 행복기동대 권역별 교육 4차례 마무리",7,positive
20250907,전라일보,밤새 쏟아진 폭우에 각종 피해 속출,0,neutral
20250907,강원일보,"대관령면새마을부녀회, 독거노인 생일잔치 개최",6,positive
20250907,한국일보,홀몸 어르신 살린 '야쿠르트 아줌마'...50년 이어진 hy의 사회공헌 [ESG클린리더스],3,positive
20250907,금강일보,"부여군, 재난 취약 가구 주택용 소화기 보급",-7,negative
20250907,동아일보,“이제 아이들 불러도 되겠다” 천장까지 쓰레기 쌓인 집 [그!사람],-10,negative
20250906,중도일보,영천 화남면 새마을지도자협의회 부녀회의 선행,-2,negative
20250906,동아일보,은퇴자들이 ‘열일하는’ 가난한 사람들의 병원[서영아의 100세 카페],3,positive
20250906,세계일보,"5060 ‘실직’, 2030 ‘학업 취업 스트레스’ 고독사의 원인? [수민이가 슬퍼요]",-4,negative
20250906,매일신문,"청송 안덕면, 위기가구 대상 '반짝반짝 빛나는 家' 추진",2,positive
20250906,홍성신문,"사회복지관, 취약계층 복지 서비스 강화",2,positive
20250906,홍성신문,읍 면 이/모/저/모,5,positive
20250906,문화일보,고독사 44%가 기초수급자 더는 개인의 비극 아닌 사회적 재난,-4,negative
20250906,한겨레,한국 보건지표로 본 건강과 복지의 현주소 [건강한겨레],5,positive
20250906,조선일보,고독사 절반 이상은 5060 중장년층 남성,0,neutral
20250905,매일경제,효성 | 나눔문화 확산으로 지역사회와 동행한다,4,positive
20250905,중도일보,"기장군, 양성평등주간 기념식 어울림체육대회 개최",1,positive
20250905,프레시안,"""시민 모두가 소외 없는 도시로"" 정읍시, '사각지대 없는 따뜻한 공동체' 만든다",0,neutral
20250905,부산일보,"기장군, 2025년 양성평등주간 기념식 및 어울림체육대회 개최",-1,negative
20250905,아시아경제,"부산 기장군, ‘양성평등주간 기념식 어울림체육대회’ 성황",1,positive
20250905,매일신문,"대구재가노인복지협회-대구보건대학교, 초고령 사회 돌봄 종사자 교육 나서",2,positive
20250905,경북매일신문,"청송군 지역사회보장협의체, 취약계층 주거환경 개선",7,positive
20250905,전북도민일보,"“존중과 공감으로 여는 노년의 대화” 전북여성가족재단, 시니어 소통 교육 실시",6,positive
20250905,부산일보,"연제구 연산3동, 고독사 예방 '밤골마을 안부안심콜' 실시",3,positive
20250905,부산일보,"KH한국건강관리협회, 한국노인인력개발원에 후원금 전달",1,positive
20250905,전북도민일보,"정읍시, 복지사각지대 없는 따뜻한 공동체 만든다",-2,negative
20250905,부산일보,"남구 문현2동 지역사회보장협의체, LED 초인등 지원 사업 추진",2,positive
20250905,부산일보,"남구 대연3동 주민자치위원회, 복지사각지대 발굴 위한 릴레이 캠페인 시작",2,positive
20250905,헤럴드경제,"광진구, 고독사 위험가구 ‘문 열림 감지장치’ 설치 [지금 구청은]",0,neutral
20250905,헤럴드경제,고독사 44%가 기초수급자 50 60대 중장년 남성 절반 이상 차지,-4,negative
20250905,서울신문,고독사 44.3%는 기초생활수급자 보호망도 막지 못한 죽음,-5,negative
20250905,세계일보,고독사 절반 이상이 50 60대 남성 실직 사업실패 이혼 등으로 위험 내몰려,-11,negative
20250905,매일경제,“나라에서 보호받던 이들 마저” 고독사 절반 가량은 기초생활수급자,-2,negative
20250905,아시아경제,"광진구, AI로 1인가구 고독사 예방 나선다",8,positive
20250905,헤럴드경제,"광진구, 고독사 위험가구에 ‘문열림 감지장치’ 설치",-1,negative
20250905,한겨레,고독사 44%가 기초생활보장수급자 5060 중장년층 위험,1,positive
20250905,세계일보,고독사 44%가 기초수급자 더는 개인의 비극 아닌 사회적 재난,-3,negative
20250905,세계일보,"경기, 주민 복지 수요 파악 ‘사회보장조사’",0,neutral
20250905,이데일리,"""우리는 사랑도 못 하나요"" 노인들 앞에 놓인 '벽'",3,positive
20250905,이데일리,`노인 혐오`에 멍드는 老心 OTT 등장에 문화도 `소외`,-1,negative
20250905,한겨레,누가 애도할 권리를 막는가 [.txt],0,neutral
20250905,국민일보,청년 주거부터 나눔 카페까지 복지 사각지대 품는다,2,positive
20250905,국민일보,"“교회, 주민 동행하는 돌봄 허브 되려면 목회관 돌아봐야”",0,neutral
20250905,광주일보,"물과 함께 여는 상생의 길, 지역의 재도약 - 명세민 한국수자원공사 영 섬경영처장",5,positive
20250905,광주일보,대한민국 복지표준 된 광주다움 통합돌봄,1,positive
20250905,강원도민일보,동면 마을복지계획단 접시만들기 사생대회,1,positive
20250905,경상일보,"이영해 시의원, 고독사 예방 지원 확대 조례 추진",5,positive
20250905,경상일보,"울산동구종합사회복지관, 홀몸노인 팔순잔치",1,positive
20250905,경북일보,"독거노인 돌봄 아이디어, 해커톤 본선 진출",0,neutral
20250905,충청투데이,[투데이 춘추] 노인을 위한 나라는 있다,-5,negative
20250905,국민일보,"통합돌봄 임박 “교회, 지역사회 주체로 나서야”",-2,negative
20250905,경남신문,"김해 불암동지사협, 어르신 도자기 공예 프로그램 운영",1,positive
20250905,기호일보,"한전 경기본부 광주지사, 광주시청과 1인가구 복지지원 기탁식",2,positive
20250905,브릿지경제,"경기도, 9월부터 10월까지 주민 욕구 조사 추진",0,neutral
20250905,기호일보,"인천 연수구, 저소득층 고독사 예방 위한 맞춤형 복지정책 시작",5,positive
20250904,강원일보,"강릉시, 고독사 예방 위한 1인 가구 실태조사 착수",0,neutral
20250904,서울경제,"광진구, 지역 내 위험가구에 문열림 감지장치 ""고독사 예방""",0,neutral
20250904,중도일보,"양주시자원봉사센터, 8개 단체 활동 활발",1,positive
20250904,중도일보,"예산군, 고독사 위험가구 은둔형 외톨이 살펴",-3,negative
20250904,울산신문,"""사회적고립가구, 사회 안전망 구축 정책 수립 필요""",0,neutral
20250904,영남일보,“도시공원 이미지 쇄신” “소외층 한끼는 어쩌라고” 대구 두류공원 ‘밥차 이전’ 갈등,4,positive
20250904,대구신문,"대구 ‘혼삶족’ 40만 시대, 정책도 달라야 한다",-1,negative
20250904,대구신문,李정부 첫 내각 진입 TK출신 권오을 국가보훈부 장관 “특별한 희생에 특별한 보상” 사각지대 없는 보훈 전력,4,positive
20250904,매일경제,"""베푸는 삶에서 더 행복 느껴""  박용만 산문집 출간 북콘서트",0,neutral
20250904,OBS,"광진구, 고독사 예방 강화 주민 소통경청회 개최",9,positive
20250904,동양일보,청주시의회 5분발언,-2,negative
20250904,경북도민일보,“작은 나눔이 만드는 큰 변화” 포항 중앙동에 이어지는 기부 행렬,0,neutral
20250904,경남일보,통영 의령 국토부 우리동네살리기 도시재생 공모 선정,3,positive
20250904,경북매일신문,“복지 빈틈 ‘이웃관심’으로 채워갑니다”,-4,negative
20250904,한국경제,"박용만 ""다음 세대에 기회를 40대 장관 대표 나와야""",0,neutral
20250904,브레이크뉴스,"경기도, 지역사회보장조사 실시",1,positive
20250904,브레이크뉴스,"대청호에서 함께한 특별한 하루 ""어르신들의 웃음을 되찾다""",1,positive
20250904,OBS,"연수구, 신규 저소득 1인 가구 고독사 선제 예방",4,positive
20250904,남도일보,"오길석 금실농원 대표 ""힘 닿는데까지 나눔의 삶 실천""",4,positive
20250904,경북도민일보,의료취약계층을 위한 찾아가는 행복병원 운영,3,positive
20250904,매일경제,[매경의 창] 품위 있는 삶,-8,negative
20250904,국민일보,"통합돌봄 시행 코앞 “교회, 담장 벗어나 핵심적 역할 감당할 때”",-2,negative
20250904,환경일보,"반짝반짝 빛나는 家, 청송에 희망을 닦다",3,positive
20250904,환경일보,"낡은 싱크대 대신, 따뜻한 손길이 들어섰다",2,positive
20250904,부산일보,"국립부경대생들, 20년째 이웃 집수리 봉사활동",4,positive
20250904,울산매일,‘시민 삶의 질 향상’ 복지 경제 분야 조례 개정 속도,-1,negative
20250904,인천일보,"한전 경기본부, 취약계층 1인가구 안부살핌 지원",2,positive
20250904,부산일보,"부산 중구, ‘고립 및 고독사 예방’ 준사례관리자 보수교육 실시",4,positive
20250904,서울신문,"윤승오 경북도의원, 경로당 어르신 행복밥상 사업 내년 전면 확대 촉구",3,positive
20250904,부산일보,"부산 북구 화명3동 마을건강복지계획단, ‘행복충전 신바람 나들이’ 실시",7,positive
20250904,문화일보,"광명시, 통합돌봄 시대 이끌 사회적경제기업 발굴 나서",2,positive
20250904,전자신문,[김장현의 테크와 사람] 〈83〉인공지능으로 생명을 살리다,1,positive
20250904,한국경제,"[단독] ""옛날엔 두산회장이었지만, 지금은 "" 박용만 깜짝 근황",0,neutral
20250904,전자신문,"광진구, 문열림 감지 등 AI 테크 기반 고독사 예방",4,positive
20250904,환경일보,"[인터뷰] 손병복 울진군수 
위기 극복 희망 울진, 대한민국 K-에너지 미래를 열다",0,neutral
20250904,국민일보,"[2025 국민미션포럼]교회 ‘돌봄의 요람’, 주민과 동행 목회관 변화 필요하다",1,positive
20250904,충청일보,"예산군, 쓰레기 가득찬 저장강박 가구 대청소 실시",0,neutral
20250904,서울경제,"크리에이터 봉사 단체 크래용, 독거노인 위한 반찬 나눔 봉사로 이웃사랑 실천한다",5,positive
20250904,서울경제,"경남 통영 의령, 국토부 우리동네살리기 사업 선정",1,positive
20250904,문화일보,"광진구, 고독사 예방 위해 AI 기반 돌봄체계 강화 스마트기술로 안전망 촘촘히",7,positive
20250904,헤럴드경제,"광진구, 인공지능 기술로 1인가구 고독사 예방",5,positive
20250904,강원일보,"진부면 지역사회보장협의체, 어르신 대상 특화프로그램 운영",2,positive
20250904,충북일보,"충주시의회 국민의힘 의원들, '나누면'서 환경 봉사",2,positive
20250904,파이낸셜뉴스,133만 체납자 전수조사 나선다 국세청 '국세 체납관리단' 출범,1,positive
20250904,브레이크뉴스,"파주시, 공공서비스디자인 성과공유대회 3년 연속 우수과제 선정",2,positive
20250904,충청타임즈,충주시 곳곳 이웃 위한 나눔 봉사 이어져,-1,negative
20250904,이투데이,"""세금 못 내면 복지, 안 내면 추적"" 국세청, 133만 체납자 가가호호 전수조사",1,positive
20250904,국민일보,이기일 前차관 “교회가 ‘돌봄 허브’ 돼야” [2025 국민미션포럼],0,neutral
20250904,아시아경제,"1인 가구 56% '고독사 위험군' 인천 연수구, 맞춤형 복지 지원 강화",3,positive
20250904,뉴스핌,"고양시, 어르신돌봄지원단 발대식 화전동서 개최",0,neutral
20250904,파이낸셜뉴스,"김종배 인천시의원, 6일 자전 에세이집 ‘미추홀 연가’ 출판 기념회 개최",-3,negative
20250904,브레이크뉴스,"청주시의회 홍순철 의원, 고독사 해결 종합적 대응 방안 제언",-3,negative
20250904,브레이크뉴스,국토부 공모 ‘우리동네살리기 사업’ 통영시 의령군 선정,1,positive
20250904,메트로경제,"청도군, 의료취약계층 대상 ‘찾아가는 행복병원’ 운영",5,positive
20250904,대전일보,"음성군 소이면 지역사회보장협의체, 건강한 밥상과 함께 행복도 드려요",-4,negative
20250904,이데일리,“식품 불안정 심할수록 심혈관 건강 저하” 흡연 고혈압에 가장 큰 영향,-2,negative
20250904,매일신문,"포스코PHP봉사단, 전통시장서 '착한 선결제'",3,positive
20250904,충청일보,"홍순철 청주시의원 ""고독사 장년층 맞춤 대책 시급""",-1,negative
20250904,아시아투데이,"경남도, 국토부 공모 ‘우리동네살리기 사업’ 2곳 선정",0,neutral
20250904,노컷뉴스,국토부 '우리동네살리기' 경남 통영 의령 2곳 선정,1,positive
20250904,뉴스핌,"크리에이터 봉사단체 '크래용', KLC와 독거노인 반찬 나눔 봉사 진행",3,positive
20250904,아시아경제,"크래용, 독거노인을 위한 반찬 나눔 봉사로 이웃사랑 실천",5,positive
20250904,대한경제,"[부산 브리핑 모음(9월4일)] 부산항만공사(BPA), KMI 전문가 초청 ‘부산항 AI 추진 간담회’ 개최 등",2,positive
20250904,메트로경제,"포스코PHP봉사단, 착한 선결제로 상권 이웃 함께 지원",5,positive
20250904,서울신문,김경 서울시의회 문체위원장 “건강하고 활기찬 노년과 태권도장의 활로를 동시에 여는 비책은 실버태권도”,3,positive
20250904,경북일보,"[인터뷰] 김주수 의성군수 11년 전환의 기록 ""소멸 위기서 미래산업 거점으로""",5,positive
20250904,아시아경제,"경기도, 지역사회보장조사 실시 주민 욕구 파악",0,neutral
20250904,중앙일보,[더버터] '지역에 필요한 일이면 뭐든 한다' 재난대응 치매예방 맞춤형 나눔,-4,negative
20250904,세계일보,"포스코PHP봉사단 '착한 선결제', 포항지역 전통시장서 개최",5,positive
20250904,동아일보,[현장속으로]혼밥 대신 ‘함께 라면’을 1인가구 마음 데운다,0,neutral
20250904,동아일보,[오늘과 내일/서영아]노년의 최대 어려움은 ‘고독’,5,positive
20250904,브릿지경제,포스코PHP봉사단 「착한 선결제」 포항지역 전통시장에서 개최,3,positive
20250904,경북일보,"문경시, 고독사 예방 결의대회 개최 지역사회 연대 강조",5,positive
20250904,브릿지경제,"영광군, 고독사 위험군 선제 발굴 위한 실태조사 실시",2,positive
20250903,한라일보,제주시 제30회 양성평등주간 기념식 개최,4,positive
20250903,강원일보,[강원경제인대상 특별상]100% 수작업 홈메이드 ‘오마니 젓갈’ 25개국에 수출,6,positive
20250903,중도일보,"기장군, 어르신 맞춤형 평생학습 돌봄 '1+1 힐링유' 운영",1,positive
20250903,중도일보,"""세탁이 아닌, 마음을 전합니다""",-3,negative
20250903,중도일보,"충주시시설관리공단, '혼밥테이블 만들기 프로젝트' 시행",0,neutral
20250903,중도일보,"대전시, 새마을이동빨래방 차량 개장식 개최",-4,negative
20250903,울산신문,"울산 울주군, 고독사 예방 스마트 안심연결망 서비스사업 협약",3,positive
20250903,새전북신문,"장수 계남면, 소외계층과 함께한 행복 나들이",1,positive
20250903,전북도민일보,전주시 효자2동 지역사회보장협의체 사랑 愛 밑반찬 나눔 행사,8,positive
20250903,경북도민일보,"포스코PHP봉사단, ‘착한 선결제’로 지역 상권에 활력",5,positive
20250903,충청투데이,사람도 집도 이중 노화 갇힌 충청권 안전 복지망 '흔들',-3,negative
20250903,아시아경제,"부산 기장군, 어르신 맞춤형 가정방문 평생학습 ‘1+1 힐링유’ 운영",3,positive
20250903,대한경제,"고령군, 무료급식소 찾아 고독사 예방 캠페인 전개",4,positive
20250903,부산일보,"기장군, 어르신 맞춤형 평생학습과 돌봄을 한 번에 ‘1+1 힐링유’ 운영",1,positive
20250903,서울신문,"포스코 봉사단, 전통시장 살리는 ‘선결제’ 나서 “2천만원 규모”",3,positive
20250903,아시아투데이,"포스코PHP봉사단, 착한 선결제로 지역 상권 살린다",3,positive
20250903,전북도민일보,"장수군 계남면, 소외계층과 함께하는 ‘행복 나들이’ 실시",2,positive
20250903,아시아경제,"대전시, 새마을이동빨래방 차량 13년 만에 교체",-4,negative
20250903,뉴스핌,"대전시, 이동빨래방 차량 개장식...""소외이웃 마음도 보듬어""",-3,negative
20250903,스포츠월드,"시니어모델 조미경 배명혜 김루아, 가수 노현태와 ‘K-서울모델 선발대회’ 맹활약",0,neutral
20250903,아주경제,"[재팬 룸] 일본 고립사 급증 반년 새 4만명, 한국의 6배",-1,negative
20250903,충청타임즈,"충주시시설관리공단, '혼밥테이블 만들기 프로젝트' 진행",1,positive
20250903,평택시민신문,'입맛 살리고 마음 잇는' 사랑의 김치 나눔,4,positive
20250903,평택시민신문,한국부인회 평택남부지회 창단,5,positive
20250903,전라일보,"장수군 계남면, 소외계층과 함께하는‘행복 나들이’ 실시",1,positive
20250903,금강일보,"바르게살기운동 금산군협의회, 부리면 가정 주거개선 축하자리 마련",10,positive
20250903,충청일보,"단양군지역사보協, '병원동행서비스' 시행",0,neutral
20250903,충청타임즈,"단양군, 병원동행서비스 접수 본격 시행",0,neutral
20250903,금강일보,"단양군, '병원동행서비스' 시행",0,neutral
20250903,중앙일보,"사랑의달팽이, 난청 독거노인 대상 보청기 지원 캠페인 진행",7,positive
20250903,이데일리,"관악구, 민 관 학 연계 이동치과진료 어르신 구강건강↑[동네방네]",1,positive
20250903,경북매일신문,"문경시, ‘고독사 예방 교육 및 결의대회’ 개최",4,positive
20250903,머니투데이,"KB리브모바일, 취약계층 이어 소상공인 통신비 절감 나선다",1,positive
20250903,충청일보,"음성 소이면지역사회보장협의체, 도시락지원 사업 전개",1,positive
20250903,뉴스핌,"단양군, 노인 병원동행 서비스...돌봄 공백 해소",0,neutral
20250903,대구일보,"문경시, 고독사 예방 위한 지역사회 결의 다져",8,positive
20250903,데일리안,"서울 관악구, 민 관 학 연계 이동치과진료로 어르신 구강건강 강화",1,positive
20250903,동아일보,혼밥 아닌 함께 먹는 라면 한 끼 사회적 고립 막기 위해 6월 개소한 부산 동구 ‘끼리 라면’ 인기,0,neutral
20250903,아시아투데이,"'고독사 막아라' 순천, 복지안전망 강화 민 관 합동 간담회 개최",6,positive
20250903,스포츠서울,"횡성군 <내 손으로 만드는 건강밥상, 행복한 요리교실> 추진",3,positive
20250903,국민일보,[이상학 목사의 우보천리] 가만히 들어온 누룩을 경계한다,-2,negative
20250903,경상일보,울산시립노인요양원 시설개선 철저준비 당부,0,neutral
20250903,기호일보,"인천항만공사, 더 나은 지역 만들기로 지역문제 해결 나서",0,neutral
20250903,기호일보,사회자본 위기 속 도시계획가의 역할,1,positive
20250903,경기일보,수원시 44개동 자치계획 수립 시민 손으로 만드는 우리 동네 비전 [새빛수원],3,positive
20250902,중도일보,"수원시, 민 관 학 ‘협력’ 44개 동 자치계획 수립",-1,negative
20250902,중도일보,"2차 민생 소비쿠폰, 재산 12억원 금융소득 2천만원 이상은 제외",2,positive
20250902,중도일보,"홍성사회복지관, 신규 승합차 지원받아",2,positive
20250902,경향신문,재산세 과세표준 12억 넘으면 ‘2차 소비쿠폰’ 못 받게 될 수도,3,positive
20250902,인천일보,"강화군, 내년 주요 사업 계획 구체화",2,positive
20250902,울산신문,저소득 독거노인 1가구 지붕개량 지원,6,positive
20250902,인천일보,[수원 특집] 풀뿌리 주민자치 UP 색다른 '44개동 청사진' 그렸다,-1,negative
20250902,새전북신문,"신성건설, ‘전주 함께 미(米)소(笑)’ 나눔 동참",-2,negative
20250902,새전북신문,"장수 천천면지역사회보장협의체, 하반기 정기회의",4,positive
20250902,세계일보,독거노인 응급구조 3년 새 4배 늘었다,-2,negative
20250902,헤럴드경제,"수원시,시민의 손으로 만드는 우리 동네 중 장기 비전 내놨다",1,positive
20250902,경인일보,서호천 따라 돌고 도는 ‘마을 대소사’ 방울방울 몰려들어 열의 넘쳐흘렀다,4,positive
20250902,울산매일,"울산시의회, 추경 조례 심사  교육 복지 청년 현안 집중",-1,negative
20250902,남도일보,"[신건호의 서치라이트]""응답하라"" '쉬었음' 청년의 답은 민생회복 소비쿠폰이 아니다",-1,negative
20250902,충북일보,"청주시 탑대성동 새마을지도자회, 사랑의 삼계탕 나눔",6,positive
20250902,노컷뉴스,작은 '약봉투'가 정부 혁신상 수상 숨은 이야기,3,positive
20250902,데일리안,"IPA, ‘더 나은 지역 만들기’사업 추진 지역문제 해결",0,neutral
20250902,아시아경제,"광주 광산구 '천원한끼', 고독사 예방 나눔 확산",4,positive
20250902,이투데이,"금호석유화학, 사회공헌으로 지역사회와 '지속가능 상생' 앞장",3,positive
20250902,남도일보,"광산구 '천원 밥상', 고독사 예방 선순환 이끈다",2,positive
20250902,파이낸셜뉴스,"'복용법 표시 약봉투', '무연고 사망자 장례'...서울시, 정부혁신 2관왕",12,positive
